ㄅㄚㄕˊㄑㄧㄒㄩㄝˊㄋㄧㄢˊㄉㄨˋ	八十七學年度
ㄅㄚㄕˊㄙㄢㄋㄧㄢˊ	八十三年
ㄅㄚㄕˊㄨˇ	八十五
ㄅㄚㄕˊㄨˇㄒㄧㄤˋ	八十五巷
ㄅㄚㄕˊㄅㄚㄒㄩㄝˊㄋㄧㄢˊㄉㄨˋ	八十八學年度
ㄅㄚㄕˊㄙˋ	八十四
ㄅㄚㄕˊㄙˋㄒㄩㄝˊㄋㄧㄢˊㄉㄨˋ	八十四學年度
ㄅㄚㄕˊㄋㄧㄢˊㄉㄞˋ	八十年代
ㄅㄚㄕˊㄐㄧˇ	八十幾
ㄅㄚㄕˊㄨㄢˋ	八十萬
ㄅㄚㄑㄧㄢ	八千
ㄅㄚㄍㄨㄚˋ	八卦
ㄅㄚㄍㄨㄚˋㄉㄢ	八卦丹
ㄅㄚㄍㄨㄚˋㄌㄧㄠˊ	八卦寮
ㄅㄚㄍㄨㄚˋㄕㄢ	八卦山
ㄅㄚㄍㄨㄚˋㄓㄤˇ	八卦掌
ㄅㄚㄍㄨㄚˋㄓㄣˋ	八卦陣
ㄅㄚㄊㄞˊ	八臺
ㄅㄚㄔˇ	八呎
ㄅㄚㄓㄡ	八週
ㄅㄚㄓㄡㄋㄧㄢˊ	八週年
ㄅㄚㄍㄜ	八哥
ㄅㄚㄙˋㄧ	八四一
ㄅㄚㄙˋㄦˋ	八四二
ㄅㄚㄙˋㄨˇ	八四五
ㄅㄚㄑㄩㄢ	八圈
ㄅㄚㄍㄨㄛˊ	八國
ㄅㄚㄍㄨㄛˊㄌㄧㄢˊㄐㄩㄣ	八國聯軍
ㄅㄚㄔㄤˇ	八場
ㄅㄚㄉㄨˇ	八堵
ㄅㄚㄎㄨㄞˋ	八塊
ㄅㄚㄎㄨㄞˋㄑㄧㄢˊ	八塊錢
ㄅㄚㄧㄝˋ	八夜
ㄅㄚㄉㄚˋ	八大
ㄅㄚㄉㄚˋㄕㄢㄖㄣˊ	八大山人
ㄅㄚㄉㄚˋㄏㄨˊㄊㄨㄥˊ	八大胡同
ㄅㄚㄉㄚˋㄒㄧㄥˊㄒㄧㄥ	八大行星
ㄅㄚㄊㄧㄢ	八天
ㄅㄚㄗˋ	八字
ㄅㄚㄗˋㄇㄟˊㄐㄧㄢˋㄧㄆㄧㄝˇ	八字沒見一撇
ㄅㄚㄗˋㄇㄟˊ	八字眉
ㄅㄚㄗˋㄌㄧˇ	八字裡
ㄅㄚㄗˋㄏㄞˊㄇㄟˊㄧˋㄆㄧㄝˇ	八字還沒一撇
ㄅㄚㄗˋㄉㄡㄇㄟˊㄧㄆㄧㄝˇ	八字都沒一撇
ㄅㄚㄗˋㄓㄨㄥˋ	八字重
ㄅㄚㄗˋㄏㄨˊ	八字鬍
ㄅㄚㄐㄧˋ	八季
ㄅㄚㄐㄧㄚ	八家
ㄅㄚㄐㄧㄚㄐㄧㄤˋ	八家將
ㄅㄚㄅㄠˇ	八寶
ㄅㄚㄅㄠˇㄉㄨㄥㄈㄣˇ	八寶冬粉
ㄅㄚㄅㄠˇㄅㄧㄥ	八寶冰
ㄅㄚㄅㄠˇㄩㄢˊㄗˇㄅㄧㄥ	八寶圓仔冰
ㄅㄚㄅㄠˇㄩㄢˊㄗㄞˇㄅㄧㄥ	八寶圓仔冰
ㄅㄚㄅㄠˇㄓㄡ	八寶粥
ㄅㄚㄅㄠˇㄈㄢˋ	八寶飯
ㄅㄚㄈㄥ	八封
ㄅㄚㄒㄧㄠˇ	八小
ㄅㄚㄒㄧㄠˇㄕˊ	八小時
ㄅㄚㄒㄧㄠˇㄕˊㄏㄡˋ	八小時後
ㄅㄚㄐㄩˊ	八局
ㄅㄚㄐㄩˊㄕㄤˋㄅㄢˋ	八局上半
ㄅㄚㄐㄩˊㄒㄧㄚˋㄅㄢˋ	八局下半
ㄅㄚㄐㄧㄝˋ	八屆
ㄅㄚㄘㄥˊ	八層
ㄅㄚㄘㄥˊㄌㄡˊ	八層樓
ㄅㄚㄒㄧˊ	八席
ㄅㄚㄋㄧㄢˊ	八年
ㄅㄚㄋㄧㄢˊㄎㄤˋㄓㄢˋ	八年抗戰
ㄅㄚㄋㄧㄢˊㄐㄧˊ	八年級
ㄅㄚㄋㄧㄢˊㄧˊㄉㄨˊ	八年遺毒
ㄅㄚㄉㄨˋ	八度
ㄅㄚㄓㄤ	八張
ㄅㄚㄑㄧㄤˊ	八強
ㄅㄚㄉㄜˊ	八德
ㄅㄚㄉㄜˊㄑㄩ	八德區
ㄅㄚㄉㄜˊㄕˋ	八德市
ㄅㄚㄉㄜˊㄌㄨˋ	八德路
ㄅㄚㄉㄜˊㄒㄧㄤ	八德鄉
ㄅㄚㄔㄥˊ	八成
ㄅㄚㄔㄥˊㄒㄧㄣ	八成新
ㄅㄚㄐㄧㄝˊ	八截
ㄅㄚㄏㄨˋ	八戶
ㄅㄚㄕㄢˋ	八扇
ㄅㄚㄉㄚˇ	八打
ㄅㄚㄓㄜˊ	八折
ㄅㄚㄅㄞˋㄓㄐㄧㄠ	八拜之交
ㄅㄚㄅㄞˋㄉㄧㄥˋㄐㄧㄠ	八拜定交
ㄅㄚㄅㄞˋㄓˋㄐㄧㄠ	八拜至交
ㄅㄚㄑㄩㄢˊ	八拳
ㄅㄚㄓㄤˇㄒㄧ	八掌溪
ㄅㄚㄓ	八支
ㄅㄚㄉㄡˇㄓㄘㄞˊ	八斗之才
ㄅㄚㄉㄡˇㄗ˙	八斗子
ㄅㄚㄉㄡˇㄘㄞˊ	八斗才
ㄅㄚㄐㄧㄣ	八斤
ㄅㄚㄐㄧㄣㄓㄨㄥˋ	八斤重
ㄅㄚㄈㄤ	八方
ㄅㄚㄈㄤㄩㄣˊㄐㄧˊ	八方雲集
ㄅㄚㄑㄧˊ	八旗
ㄅㄚㄖˋ	八日
ㄅㄚㄖˋㄕㄤˋㄨˇ	八日上午
ㄅㄚㄖˋㄒㄧㄚˋㄨˇ	八日下午
ㄅㄚㄖˋㄨㄢˇㄕㄤˋ	八日晚上
ㄅㄚㄐㄧㄥˇ	八景
ㄅㄚㄩㄝˋ	八月
ㄅㄚㄩㄝˋㄈㄣˋ	八月份
ㄅㄚㄉㄨㄛˇ	八朵
ㄅㄚㄍㄜˊ	八格
ㄅㄚㄊㄨㄥˇ	八桶
ㄅㄚㄅㄤˋ	八棒
ㄅㄚㄎㄜ	八棵
ㄅㄚㄐㄧˊㄑㄩㄢˊ	八極拳
ㄅㄚㄌㄡˊ	八樓
ㄅㄚㄘˋ	八次
ㄅㄚㄅㄨˋ	八步
ㄅㄚㄙㄨㄟˋ	八歲
ㄅㄚㄙㄨㄟˋㄕˊ	八歲時
ㄅㄚㄉㄨㄢˋㄐㄧㄣˇ	八段錦
ㄅㄚㄧㄥˊ	八營
ㄅㄚㄓㄨㄚˇㄓㄤㄩˊ	八爪章魚
ㄅㄚㄧㄝˊ	八爺
ㄅㄚㄅㄢˇ	八版
ㄅㄚㄨㄤˊㄗˇ	八王子
ㄅㄚㄓㄣ	八珍
ㄅㄚㄅㄢ	八班
ㄅㄚㄊㄧㄢˊㄩˇㄧ	八田與一
ㄅㄚㄅㄞˇ	八百
ㄅㄚㄅㄞˇㄓㄨㄤˋㄕˋ	八百壯士
ㄅㄚㄅㄞˇㄉㄨㄛ	八百多
ㄅㄚㄅㄞˇㄨㄢˋ	八百萬
ㄅㄚㄏㄜˊ	八盒
ㄅㄚㄇㄨˋㄇㄢˊ	八目鰻
ㄅㄚㄨㄢˇ	八碗
ㄅㄚㄇㄧㄠˇ	八秒
ㄅㄚㄇㄧㄠˇㄓㄨㄥ	八秒鐘
ㄅㄚㄓㄨㄥˇ	八種
ㄅㄚㄔㄨㄤㄌㄧㄥˊㄌㄨㄥˊ	八窗玲瓏
ㄅㄚㄓㄢˋ	八站
ㄅㄚㄍㄢㄗˇㄉㄚˇㄅㄨˊㄉㄠˋ	八竿子打不到
ㄅㄚㄍㄢㄗˇㄉㄚˇㄅㄨˋㄉㄠˋ	八竿子打不到
ㄅㄚㄍㄢㄗ˙ㄉㄚˇㄅㄨˋㄓㄠˊ	八竿子打不著
ㄅㄚㄌㄧˋ	八粒
ㄅㄚㄐㄧˊ	八級
ㄅㄚㄒㄧㄢˋ	八線
ㄅㄚㄍㄨㄢˋ	八罐
ㄅㄚㄍㄨˇ	八股
ㄅㄚㄍㄨˇㄨㄣˊ	八股文
ㄅㄚㄐㄧㄠˇ	八腳
ㄅㄚㄙㄜˋㄋㄧㄠˇ	八色鳥
ㄅㄚㄐㄩˊㄑㄧˊ	八菊旗
ㄅㄚㄨㄢˋ	八萬
ㄅㄚㄏㄠˋ	八號
ㄅㄚㄏㄠˋㄈㄣㄐㄧ	八號分機
ㄅㄚㄏㄤˊㄕㄨ	八行書
ㄅㄚㄐㄧㄝ	八街
ㄅㄚㄐㄧㄠˇㄒㄧㄥˊ	八角形
ㄅㄚㄐㄧㄠˇㄏㄨㄟˊㄒㄧㄤ	八角茴香
ㄅㄚㄐㄧㄠˇㄑㄧㄢˊ	八角錢
ㄅㄚㄌㄨˋ	八路
ㄅㄚㄌㄨˋㄐㄩㄣ	八路軍
ㄅㄚㄊㄨㄥ	八通
ㄅㄚㄊㄨㄥㄍㄨㄢ	八通關
ㄅㄚㄊㄨㄥㄍㄨㄢㄍㄨˇㄉㄠˋ	八通關古道
ㄅㄚㄐㄧㄣˋㄨㄟˋ	八進位
ㄅㄚㄉㄚˊㄙˋㄊㄨㄥ	八達四通
ㄅㄚㄉㄚˊㄊㄨㄥ	八達通
ㄅㄚㄅㄧㄢ	八邊
ㄅㄚㄅㄧㄢㄒㄧㄥˊ	八邊形
ㄅㄚㄅㄨˋㄏㄜˊㄧㄣ	八部合音
ㄅㄚㄌㄧˇ	八里
ㄅㄚㄌㄧˇㄑㄩ	八裡區
ㄅㄚㄌㄧˇㄍㄨㄛˊㄒㄧㄠˇ	八裡國小
ㄅㄚㄌㄧˇㄒㄧㄤ	八裡鄉
ㄅㄚㄑㄧㄢˊ	八錢
ㄅㄚㄇㄣˊ	八門
ㄅㄚㄇㄣˊㄨˇㄏㄨㄚ	八門五花
ㄅㄚㄎㄞ	八開
ㄅㄚㄎㄞㄅㄣˇ	八開本
ㄅㄚㄍㄨㄢ	八關
ㄅㄚㄓㄣˋㄊㄨˊ	八陣圖
ㄅㄚㄩˊㄊㄧˇ	八隅體
ㄅㄚㄌㄧㄥˊㄋㄧㄢˊㄉㄞˋ	八零年代
ㄅㄚㄇㄧㄢˋ	八面
ㄅㄚㄇㄧㄢˋㄨㄟㄈㄥ	八麵威風
ㄅㄚㄇㄧㄢˋㄌㄧㄥˊㄌㄨㄥˊ	八麵玲瓏
ㄅㄚㄧㄣ	八音
ㄅㄚㄧㄣㄏㄜˊ	八音盒
ㄅㄚㄧㄣㄐㄧㄝˊ	八音節
ㄅㄚㄌㄟˋ	八類
ㄅㄚㄕㄡˇ	八首
ㄅㄚㄕㄡˇㄍㄜ	八首歌
ㄅㄚㄉㄧㄢˇ	八點
ㄅㄚㄉㄧㄢˇㄉㄤˇ	八點檔
ㄅㄚㄉㄧㄢˇㄓㄨㄥ	八點鐘
ㄍㄨㄥㄓㄤˋ	公丈
ㄍㄨㄥㄅㄨˋㄍㄨㄥㄆㄧㄥˊ	公不公平
ㄍㄨㄥㄓㄨˇ	公主
ㄍㄨㄥㄕˋ	公事
ㄍㄨㄥㄕˋㄍㄨㄥㄅㄢˋ	公事公辦
ㄍㄨㄥㄕˋㄅㄠ	公事包
ㄍㄨㄥㄖㄣˊ	公人
ㄍㄨㄥㄒㄧㄡ	公休
ㄍㄨㄥㄒㄧㄡㄖˋ	公休日
ㄍㄨㄥㄅㄨˋ	公佈
ㄍㄨㄥㄅㄨˋㄔㄨㄌㄞˊ	公佈出來
ㄍㄨㄥㄅㄨˋㄌㄢˊ	公佈欄
ㄍㄨㄥㄕˇ	公使
ㄍㄨㄥㄕˇㄊㄨㄢˊ	公使團
ㄍㄨㄥㄕˇㄍㄨㄢˇ	公使館
ㄍㄨㄥㄏㄡˊ	公侯
ㄍㄨㄥㄏㄡˊㄅㄛˊㄗˇㄋㄢˊ	公侯伯子男
ㄍㄨㄥㄅㄠˇ	公保
ㄍㄨㄥㄅㄠˇㄉㄚˋㄌㄡˊ	公保大樓
ㄍㄨㄥㄒㄧㄣˋ	公信
ㄍㄨㄥㄒㄧㄣˋㄌㄧˋ	公信力
ㄍㄨㄥㄅㄟˋㄕㄨˋ	公倍數
ㄍㄨㄥㄐㄧㄚˋ	公假
ㄍㄨㄥㄓㄞˋ	公債
ㄍㄨㄥㄓㄞˋㄑㄩㄢˋ	公債券
ㄍㄨㄥㄆㄨˊ	公僕
ㄍㄨㄥㄩㄣˇ	公允
ㄍㄨㄥㄩㄢˊ	公元
ㄍㄨㄥㄩㄢˊㄌㄧㄤˇㄑㄧㄢㄋㄧㄢˊ	公元兩千年
ㄍㄨㄥㄩㄢˊㄑㄧㄢˊ	公元前
ㄍㄨㄥㄎㄜˋ	公克
ㄍㄨㄥㄊㄨˋ	公兔
ㄍㄨㄥㄌㄧㄤˇ	公兩
ㄍㄨㄥㄍㄨㄥ	公公
ㄍㄨㄥㄍㄨㄥ˙	公公
ㄍㄨㄥㄍㄨㄥㄆㄧㄥˊㄆㄧㄥˊ	公公平平
ㄍㄨㄥㄍㄨㄥㄓㄥˋㄓㄥˋ	公公正正
ㄍㄨㄥㄍㄨㄥˋ	公共
ㄍㄨㄥㄍㄨㄥˋㄕˋㄨˋ	公共事務
ㄍㄨㄥㄍㄨㄥˋㄕˋㄧㄝˋ	公共事業
ㄍㄨㄥㄍㄨㄥˋㄏㄨㄚˋ	公共化
ㄍㄨㄥㄍㄨㄥˋㄨㄟˊㄒㄧㄢˇㄗㄨㄟˋ	公共危險罪
ㄍㄨㄥㄍㄨㄥˋㄊㄨˊㄕㄨㄍㄨㄢˇ	公共圖書館
ㄍㄨㄥㄍㄨㄥˋㄔㄤˇㄙㄨㄛˇ	公共場所
ㄍㄨㄥㄍㄨㄥˋㄢㄑㄩㄢˊ	公共安全
ㄍㄨㄥㄍㄨㄥˋㄍㄨㄥㄔㄥˊ	公共工程
ㄍㄨㄥㄍㄨㄥˋㄘㄜˋㄙㄨㄛˇ	公共廁所
ㄍㄨㄥㄍㄨㄥˋㄓㄥˋㄘㄜˋ	公共政策
ㄍㄨㄥㄍㄨㄥˋㄑㄧˋㄔㄜ	公共汽車
ㄍㄨㄥㄍㄨㄥˋㄑㄧˋㄔㄜㄓㄢˋ	公共汽車站
ㄍㄨㄥㄍㄨㄥˋㄉㄜ˙	公共的
ㄍㄨㄥㄍㄨㄥˋㄗㄨㄐㄧㄝˋ	公共租界
ㄍㄨㄥㄍㄨㄥˋㄓˋㄒㄩˋ	公共秩序
ㄍㄨㄥㄍㄨㄥˋㄐㄧㄌㄟˇ	公共積累
ㄍㄨㄥㄍㄨㄥˋㄧˋㄕㄨˋ	公共藝術
ㄍㄨㄥㄍㄨㄥˋㄒㄧㄥˊㄓㄥˋ	公共行政
ㄍㄨㄥㄍㄨㄥˋㄨㄟˋㄕㄥ	公共衛生
ㄍㄨㄥㄍㄨㄥˋㄕㄜˋㄕ	公共設施
ㄍㄨㄥㄍㄨㄥˋㄕㄜˋㄕㄩㄥˋㄉㄧˋ	公共設施用地
ㄍㄨㄥㄍㄨㄥˋㄘㄞˊㄔㄢˇ	公共財產
ㄍㄨㄥㄍㄨㄥˋㄗㄜˊㄖㄣˋ	公共責任
ㄍㄨㄥㄍㄨㄥˋㄉㄠˋㄉㄜˊ	公共道德
ㄍㄨㄥㄍㄨㄥˋㄍㄨㄢㄒㄧˋ	公共關係
ㄍㄨㄥㄍㄨㄥˋㄉㄧㄢˋㄕˋ	公共電視
ㄍㄨㄥㄍㄨㄥˋㄉㄧㄢˋㄏㄨㄚˋ	公共電話
ㄍㄨㄥㄍㄨㄥˋㄉㄧㄢˋㄏㄨㄚˋㄎㄚˇ	公共電話卡
ㄍㄨㄥㄏㄢˊ	公函
ㄍㄨㄥㄈㄣ	公分
ㄍㄨㄥㄈㄣㄇㄨˇ	公分母
ㄍㄨㄥㄑㄧㄝㄒㄧㄢˋ	公切線
ㄍㄨㄥㄨˋ	公務
ㄍㄨㄥㄨˋㄖㄣˊㄩㄢˊ	公務人員
ㄍㄨㄥㄨˋㄩㄢˊ	公務員
ㄍㄨㄥㄌㄠˊㄋㄨㄥˊㄅㄠˇ	公勞農保
ㄍㄨㄥㄕㄠˊ	公勺
ㄍㄨㄥㄕㄥ	公升
ㄍㄨㄥㄑㄧㄥ	公卿
ㄍㄨㄥㄌㄧˊ	公釐
ㄍㄨㄥㄙ	公司
ㄍㄨㄥㄙㄓㄞˋ	公司債
ㄍㄨㄥㄙㄈㄚˇ	公司法
ㄍㄨㄥㄙㄌㄧˇ	公司裡
ㄍㄨㄥㄙㄏㄨㄛˋ	公司貨
ㄍㄨㄥㄍㄠˋ	公告
ㄍㄨㄥㄍㄠˋㄐㄧㄚˋㄍㄜˊ	公告價格
ㄍㄨㄥㄍㄠˋㄉㄧˋㄐㄧㄚˋ	公告地價
ㄍㄨㄥㄍㄠˋㄌㄢˊ	公告欄
ㄍㄨㄥㄍㄠˋㄒㄧㄢˋㄓˊ	公告現值
ㄍㄨㄥㄉㄨㄣˋ	公噸
ㄍㄨㄥㄧㄣㄕˋ	公因式
ㄍㄨㄥㄧㄣㄕㄨˋ	公因數
ㄍㄨㄥㄍㄨㄛˊ	公國
ㄍㄨㄥㄩㄢˊㄏㄨㄚˋ	公園化
ㄍㄨㄥㄩㄢˊㄍㄨㄛˊㄒㄧㄠˇ	公園國小
ㄍㄨㄥㄩㄢˊㄔㄨˋ	公園處
ㄍㄨㄥㄩㄢˊㄌㄨˋ	公園路
ㄍㄨㄥㄉㄧˋ	公地
ㄍㄨㄥㄉㄧˋㄈㄤˋㄌㄧㄥˇ	公地放領
ㄍㄨㄥㄔㄨㄟˊㄒㄧㄢˋ	公垂線
ㄍㄨㄥㄅㄠˋ	公報
ㄍㄨㄥㄅㄠˋㄙㄔㄡˊ	公報私仇
ㄍㄨㄥㄇㄨˋ	公墓
ㄍㄨㄥㄔㄤ	公娼
ㄍㄨㄥㄆㄛˊ	公婆
ㄍㄨㄥㄗˇ	公子
ㄍㄨㄥㄗˇㄍㄜㄦ	公子哥兒
ㄍㄨㄥㄗˇㄍㄜㄦˊ	公子哥兒
ㄍㄨㄥㄗˇㄨㄤˊㄙㄨㄣ	公子王孫
ㄍㄨㄥㄙㄨㄣㄅㄨˋㄅㄟˋ	公孫布被
ㄍㄨㄥㄙㄨㄣㄌㄨㄥˊ	公孫龍
ㄍㄨㄥㄢㄖㄣˊㄩㄢˊ	公安人員
ㄍㄨㄥㄢㄐㄩˊ	公安局
ㄍㄨㄥㄢㄐㄩˊㄓㄤˇ	公安局長
ㄍㄨㄥㄢㄈㄚˇ	公安法
ㄍㄨㄥㄢㄆㄞˋ	公安派
ㄍㄨㄥㄢㄅㄨˋ	公安部
ㄍㄨㄥㄉㄧㄥˋ	公定
ㄍㄨㄥㄉㄧㄥˋㄐㄧㄚˋ	公定價
ㄍㄨㄥㄉㄧㄥˋㄐㄧㄚˋㄍㄜˊ	公定價格
ㄍㄨㄥㄏㄞˋ	公害
ㄍㄨㄥㄐㄧㄚ	公家
ㄍㄨㄥㄐㄧㄚㄐㄧㄍㄡˋ	公家機構
ㄍㄨㄥㄐㄧㄚㄐㄧㄍㄨㄢ	公家機關
ㄍㄨㄥㄩˋ	公寓
ㄍㄨㄥㄩˋㄌㄧˇ	公寓裡
ㄍㄨㄥㄕㄣˇ	公審
ㄍㄨㄥㄘㄨㄣˋ	公寸
ㄍㄨㄥㄔˇ	公尺
ㄍㄨㄥㄔˇㄐㄧㄢˋㄈㄤ	公尺見方
ㄍㄨㄥㄔㄞ	公差
ㄍㄨㄥㄔㄞㄈㄟˋ	公差費
ㄍㄨㄥㄊㄤˇ	公帑
ㄍㄨㄥㄆㄧㄥˊ	公平
ㄍㄨㄥㄆㄧㄥˊㄐㄧㄠㄧˋ	公平交易
ㄍㄨㄥㄆㄧㄥˊㄐㄧㄠㄧˋㄈㄚˇ	公平交易法
ㄍㄨㄥㄆㄧㄥˊㄏㄜˊㄌㄧˇ	公平合理
ㄍㄨㄥㄆㄧㄥˊㄒㄧㄥˋ	公平性
ㄍㄨㄥㄆㄧㄥˊㄏㄨㄟˋ	公平會
ㄍㄨㄥㄆㄧㄥˊㄨˊㄙ	公平無私
ㄍㄨㄥㄍㄢˋ	公幹
ㄍㄨㄥㄎㄨˋ	公庫
ㄍㄨㄥㄘㄜˋ	公廁
ㄍㄨㄥㄕˋㄏㄨㄚˋ	公式化
ㄍㄨㄥㄧㄣˇ	公引
ㄍㄨㄥㄧˋ	公役
ㄍㄨㄥㄉㄜˊ	公德
ㄍㄨㄥㄉㄜˊㄒㄧㄣ	公德心
ㄍㄨㄥㄓㄨㄥㄊㄧˇㄍㄨㄛˊ	公忠體國
ㄍㄨㄥㄈㄣˋ	公憤
ㄍㄨㄥㄙㄨㄛˇ	公所
ㄍㄨㄥㄘㄞˊㄍㄨㄥㄨㄤˋ	公才公望
ㄍㄨㄥㄊㄡˊ	公投
ㄍㄨㄥㄊㄨㄟ	公推
ㄍㄨㄥㄘㄨㄛˋ	公撮
ㄍㄨㄥㄐㄧㄠˋ	公教
ㄍㄨㄥㄐㄧㄠˋㄖㄣˊㄩㄢˊ	公教人員
ㄍㄨㄥㄉㄧˊ	公敵
ㄍㄨㄥㄨㄣˊ	公文
ㄍㄨㄥㄨㄣˊㄒㄧㄣˋ	公文信
ㄍㄨㄥㄨㄣˊㄕㄨ	公文書
ㄍㄨㄥㄨㄣˊㄉㄞˋ	公文袋
ㄍㄨㄥㄉㄡˇ	公斗
ㄍㄨㄥㄐㄧㄣ	公斤
ㄍㄨㄥㄉㄨㄢˋ	公斷
ㄍㄨㄥㄗㄨˊ	公族
ㄍㄨㄥㄏㄨㄟˋ	公會
ㄍㄨㄥㄧㄡˇ	公有
ㄍㄨㄥㄧㄡˇㄓˋ	公有制
ㄍㄨㄥㄧㄡˇㄊㄨˇㄉㄧˋ	公有土地
ㄍㄨㄥㄢˋ	公案
ㄍㄨㄥㄐㄧㄢˇㄈㄚˇ	公檢法
ㄍㄨㄥㄑㄩㄢˊ	公權
ㄍㄨㄥㄑㄩㄢˊㄌㄧˋ	公權力
ㄍㄨㄥㄎㄨㄢˇ	公款
ㄍㄨㄥㄓㄥˋ	公正
ㄍㄨㄥㄓㄥˋㄅㄨˋㄜ	公正不阿
ㄍㄨㄥㄓㄥˋㄖㄣˊㄕˋ	公正人士
ㄍㄨㄥㄓㄥˋㄍㄨㄛˊㄓㄨㄥ	公正國中
ㄍㄨㄥㄓㄥˋㄍㄨㄛˊㄒㄧㄠˇ	公正國小
ㄍㄨㄥㄓㄥˋㄌㄧㄢˊㄇㄧㄥˊ	公正廉明
ㄍㄨㄥㄓㄥˋㄒㄧㄥˋ	公正性
ㄍㄨㄥㄓㄥˋㄨˊㄙ	公正無私
ㄍㄨㄥㄅㄧˇ	公比
ㄍㄨㄥㄏㄠˊ	公毫
ㄍㄨㄥㄇㄧㄣˊ	公民
ㄍㄨㄥㄇㄧㄣˊㄊㄡˊㄆㄧㄠˋ	公民投票
ㄍㄨㄥㄇㄧㄣˊㄑㄩㄢˊ	公民權
ㄍㄨㄥㄇㄧㄣˊㄧㄥˊ	公民營
ㄍㄨㄥㄇㄧㄣˊㄕㄜˋㄏㄨㄟˋ	公民社會
ㄍㄨㄥㄇㄧㄣˊㄎㄜ	公民科
ㄍㄨㄥㄇㄧㄣˊㄎㄜˋ	公民課
ㄍㄨㄥㄐㄩㄝˊ	公決
ㄍㄨㄥㄈㄚˇ	公法
ㄍㄨㄥㄏㄞˇ	公海
ㄍㄨㄥㄏㄞˇㄗˋㄧㄡˊ	公海自由
ㄍㄨㄥㄧㄢˇ	公演
ㄍㄨㄥㄖㄢˊ	公然
ㄍㄨㄥㄖㄢˊㄨˇㄖㄨˇ	公然侮辱
ㄍㄨㄥㄖㄢˊㄨˇㄖㄨˋ	公然侮辱
ㄍㄨㄥㄖㄢˊㄈㄢˇㄉㄨㄟˋ	公然反對
ㄍㄨㄥㄖㄢˊㄈㄢˇㄎㄤˋ	公然反抗
ㄍㄨㄥㄧㄥˊ	公營
ㄍㄨㄥㄧㄥˊㄕˋㄧㄝˋ	公營事業
ㄍㄨㄥㄧㄥˊㄑㄧˋㄧㄝˋ	公營企業
ㄍㄨㄥㄐㄩㄝˊㄈㄨㄖㄣˊ	公爵夫人
ㄍㄨㄥㄦˇㄨㄤˋㄙ	公爾忘私
ㄍㄨㄥㄉㄨˊ	公牘
ㄍㄨㄥㄋㄧㄡˊ	公牛
ㄍㄨㄥㄋㄧㄡˊㄉㄨㄟˋ	公牛隊
ㄍㄨㄥㄍㄡˇ	公狗
ㄍㄨㄥㄌㄤˊ	公狼
ㄍㄨㄥㄕ	公獅
ㄍㄨㄥㄌㄧˇ	公理
ㄍㄨㄥㄌㄧˇㄏㄨㄚˋ	公理化
ㄍㄨㄥㄌㄧˇㄗˋㄗㄞˋㄖㄣˊㄒㄧㄣ	公理自在人心
ㄍㄨㄥㄔㄢˇ	公產
ㄍㄨㄥㄩㄥˋ	公用
ㄍㄨㄥㄩㄥˋㄕˋㄧㄝˋ	公用事業
ㄍㄨㄥㄩㄥˋㄔㄥˊㄕˋ	公用程式
ㄍㄨㄥㄩㄥˋㄉㄧㄢˋㄏㄨㄚˋ	公用電話
ㄍㄨㄥㄔㄨˋ	公畜
ㄍㄨㄥㄇㄨˇ	公畝
ㄍㄨㄥㄧˋㄕˋㄧㄝˋ	公益事業
ㄍㄨㄥㄧˋㄍㄨㄤˇㄍㄠˋ	公益廣告
ㄍㄨㄥㄧˋㄘㄞˇㄑㄩㄢˋ	公益彩券
ㄍㄨㄥㄧˋㄐㄧㄣ	公益金
ㄍㄨㄥㄓㄨㄥˋ	公眾
ㄍㄨㄥㄉㄢˋ	公石
ㄍㄨㄥㄕㄜˋ	公社
ㄍㄨㄥㄐㄧˋ	公祭
ㄍㄨㄥㄙㄅㄨˋㄈㄣ	公私不分
ㄍㄨㄥㄙㄐㄧㄠㄆㄛˋ	公私交迫
ㄍㄨㄥㄙㄌㄧㄤˇㄅㄧㄢˋ	公私兩便
ㄍㄨㄥㄙㄌㄧㄤˇㄌㄧˋ	公私兩利
ㄍㄨㄥㄙㄐㄧㄢㄍㄨˋ	公私兼顧
ㄍㄨㄥㄙㄈㄣㄇㄧㄥˊ	公私分明
ㄍㄨㄥㄙㄏㄜˊㄧㄥˊ	公私合營
ㄍㄨㄥㄙㄌㄧˋ	公私立
ㄍㄨㄥㄅㄧㄥˇ	公秉
ㄍㄨㄥㄐㄧㄐㄧㄣ	公積金
ㄍㄨㄥㄌㄧˋ	公立
ㄍㄨㄥㄌㄧˋㄒㄩㄝˊㄒㄧㄠˋ	公立學校
ㄍㄨㄥㄌㄧˋㄧㄩㄢˋ	公立醫院
ㄍㄨㄥㄓㄤ	公章
ㄍㄨㄥㄎㄨㄞˋ	公筷
ㄍㄨㄥㄎㄨㄞˋㄇㄨˇㄔˊ	公筷母匙
ㄍㄨㄥㄩㄝ	公約
ㄍㄨㄥㄩㄝㄍㄨㄛˊ	公約國
ㄍㄨㄥㄩㄝㄕㄨˋ	公約數
ㄍㄨㄥㄕㄨˇ	公署
ㄍㄨㄥㄧㄤˊ	公羊
ㄍㄨㄥㄧㄤˊㄓㄨㄢˋ	公羊傳
ㄍㄨㄥㄌㄠˇㄏㄨˇ	公老虎
