ㄕㄨˊㄎㄨㄢˇ	贖款
ㄕㄨˊㄗㄨㄟˋ	贖罪
ㄕㄨˊㄗㄨㄟˋㄑㄩㄢˋ	贖罪券
ㄕㄨˊㄇㄞˇ	贖買
ㄕㄨˊㄕㄣ	贖身
ㄕㄨˊㄐㄧㄣ	贖金
ㄧㄢˋㄆㄧㄣˇ	贗品
ㄧㄢˋㄅㄣˇ	贗本
ㄍㄢˋㄓㄡ	贛州
ㄍㄢˋㄩˇ	贛語
ㄔˋㄍㄨㄤ	赤光
ㄔˋㄏㄨㄚˋ	赤化
ㄔˋㄉㄧˋ	赤地
ㄔˋㄉㄧˋㄑㄧㄢㄌㄧˇ	赤地千里
ㄔˋㄔㄥˊ	赤城
ㄔˋㄅㄧˋ	赤壁
ㄔˋㄅㄧˋㄓㄓㄢˋ	赤壁之戰
ㄔˋㄅㄧˋㄈㄨˋ	赤壁賦
ㄔˋㄗˇ	赤子
ㄔˋㄗˇㄓㄒㄧㄣ	赤子之心
ㄔˋㄗˋ	赤字
ㄔˋㄨㄟˇㄑㄧㄥㄓㄨˊㄙ	赤尾青竹絲
ㄔˋㄎㄢˇㄘㄨㄣ	赤崁村
ㄔˋㄎㄢˇㄌㄡˊ	赤崁樓
ㄔˋㄉㄞˋ	赤帶
ㄔˋㄒㄧㄣ	赤心
ㄔˋㄔㄣˊ	赤忱
ㄔˋㄕㄡˇ	赤手
ㄔˋㄕㄡˇㄎㄨㄥㄑㄩㄢˊ	赤手空拳
ㄔˋㄖˋ	赤日
ㄔˋㄙㄨㄥ	赤松
ㄔˋㄊㄧㄠˊㄊㄧㄠˊ	赤條條
ㄔˋㄧㄤˊ	赤楊
ㄔˋㄇㄟˊ	赤眉
ㄔˋㄧㄢˇㄈㄥ	赤眼蜂
ㄔˋㄏㄨㄛˋ	赤禍
ㄔˋㄙㄨㄟˋ	赤穗
ㄔˋㄗˇㄙㄜˋ	赤紫色
ㄔˋㄖㄡˋㄉㄨㄥㄈㄣˇ	赤肉冬粉
ㄔˋㄐㄧㄠˇ	赤腳
ㄔˋㄐㄧㄠˇㄉㄚˋㄒㄧㄢ	赤腳大仙
ㄔˋㄐㄧㄠˇㄧㄕㄥ	赤腳醫生
ㄔˋㄅㄛˊ	赤膊
ㄔˋㄅㄛˊㄕㄤˋㄓㄣˋ	赤膊上陣
ㄔˋㄉㄢˇ	赤膽
ㄔˋㄉㄢˇㄓㄨㄥㄒㄧㄣ	赤膽忠心
ㄔˋㄙㄜˋ	赤色
ㄔˋㄠˊㄒㄧㄝˋ	赤螯蟹
ㄔˋㄨㄟˋㄐㄩㄣ	赤衛軍
ㄔˋㄨㄟˋㄉㄨㄟˋ	赤衛隊
ㄔˋㄌㄨㄛˇ	赤裸
ㄔˋㄌㄨㄛˇㄌㄨㄛˇ	赤裸裸
ㄔˋㄏㄜˊㄙㄜˋ	赤褐色
ㄔˋㄆㄧㄣˊ	赤貧
ㄔˋㄆㄧㄣˊㄖㄨˊㄒㄧˇ	赤貧如洗
ㄔˋㄗㄨˊ	赤足
ㄔˋㄕㄣ	赤身
ㄔˋㄕㄣㄌㄡˋㄊㄧˇ	赤身露體
ㄔˋㄕㄣㄌㄨˋㄊㄧˇ	赤身露體
ㄔˋㄐㄩㄣㄌㄧㄢˊ	赤軍連
ㄔˋㄉㄠˋ	赤道
ㄔˋㄉㄠˋㄧˊ	赤道儀
ㄔˋㄉㄠˋㄑㄩ	赤道區
ㄔˋㄉㄠˋㄐㄧˇㄋㄟˋㄧㄚˇ	赤道幾內亞
ㄔˋㄉㄠˋㄐㄧˇㄋㄟˋㄧㄚˋ	赤道幾內亞
ㄔˋㄐㄧㄣ	赤金
ㄔˋㄊㄨㄥˊ	赤銅
ㄔˋㄊㄨㄥˊㄎㄨㄤˋ	赤銅礦
ㄔˋㄊㄨㄥˊㄙㄜˋ	赤銅色
ㄔˋㄊㄧㄝˇㄎㄨㄤˋ	赤鐵礦
ㄔˋㄇㄟˊㄙㄨˋ	赤黴素
ㄔˋㄇㄚˇ	赤馬
ㄔˋㄌㄚˋㄐㄧㄠˇㄐㄧㄔㄤˇ	赤鱲角機場
ㄔˋㄨˊㄕㄨˇ	赤鼯鼠
ㄕㄜˋㄇㄧㄢˇ	赦免
ㄕㄜˋㄇㄧㄢˇㄌㄧㄥˋ	赦免令
ㄕㄜˋㄧㄡˋ	赦宥
ㄕㄜˋㄗㄨㄟˋ	赦罪
ㄋㄢˇㄎㄨㄟˋ	赧愧
ㄋㄢˇㄖㄢˊ	赧然
ㄋㄢˇㄋㄢˇ	赧赧
ㄋㄢˇㄧㄢˊ	赧顏
ㄏㄜˋㄙㄜˋ	赫塞
ㄏㄜˋㄉㄜˊㄒㄩㄣˋㄏㄜˊ	赫德遜河
ㄏㄜˋㄙ	赫斯
ㄏㄜˋㄖㄢˊ	赫然
ㄏㄜˋㄦˇ	赫爾
ㄏㄜˋㄦˇㄒㄧㄣㄐㄧ	赫爾新基
ㄏㄜˋㄒㄩㄌㄧˊ	赫胥黎
ㄏㄜˋㄗ	赫茲
ㄏㄜˋㄏㄜˋㄧㄡˇㄇㄧㄥˊ	赫赫有名
ㄏㄜˋㄉㄧˊㄧㄚˇㄇㄢˋ	赫迪雅曼
ㄏㄜˋㄌㄨˇㄒㄩㄝˇㄈㄨ	赫魯雪夫
ㄓㄜˇㄕˊ	赭石
ㄓㄜˇㄏㄨㄥˊㄙㄜˋ	赭紅色
ㄗㄡˇㄧㄅㄨˋㄙㄨㄢˋㄧㄅㄨˋ	走一步算一步
ㄗㄡˇㄕㄤˋ	走上
ㄗㄡˇㄕㄤˋㄌㄞˊ	走上來
ㄗㄡˇㄕㄤˋㄑㄧㄢˊ	走上前
ㄗㄡˇㄕㄤˋㄑㄩˋ	走上去
ㄗㄡˇㄕㄤˋㄊㄞˊ	走上臺
ㄗㄡˇㄒㄧㄚˋ	走下
ㄗㄡˇㄒㄧㄚˋㄌㄞˊ	走下來
ㄗㄡˇㄒㄧㄚˋㄑㄩˋ	走下去
ㄗㄡˇㄒㄧㄚˋㄊㄞˊ	走下臺
ㄗㄡˇㄒㄧㄚˋㄆㄛ	走下坡
ㄗㄡˇㄅㄨˋㄌㄧㄠˇ	走不了
ㄗㄡˇㄅㄨˋㄔㄨㄑㄩˋ	走不出去
ㄗㄡˇㄅㄨˊㄉㄠˋ	走不到
ㄗㄡˇㄅㄨˊㄉㄨㄥˋ	走不動
ㄗㄡˇㄅㄨˋㄉㄜˊ	走不得
ㄗㄡˇㄅㄨˊㄍㄨㄛˋㄑㄩˋ	走不過去
ㄗㄡˇㄅㄨˋㄍㄨㄛˋㄑㄩˋ	走不過去
ㄗㄡˇㄅㄨˋㄎㄞ	走不開
ㄗㄡˇㄌㄜ˙	走了
ㄗㄡˇㄖㄣˊ	走人
ㄗㄡˇㄌㄞˊ	走來
ㄗㄡˇㄌㄞˊㄗㄡˇㄑㄩˋ	走來走去
ㄗㄡˇㄍㄨㄤ	走光
ㄗㄡˇㄖㄨˋ	走入
ㄗㄡˇㄋㄟˋㄒㄧㄢˋ	走內線
ㄗㄡˇㄔㄨ	走出
ㄗㄡˇㄔㄨㄌㄞˊ	走出來
ㄗㄡˇㄔㄨㄑㄩˋ	走出去
ㄗㄡˇㄉㄠˋ	走到
ㄗㄡˇㄉㄨㄥˋ	走動
ㄗㄡˇㄕˋ	走勢
ㄗㄡˇㄕˋㄊㄨˊ	走勢圖
ㄗㄡˇㄗㄨˊ	走卒
ㄗㄡˇㄑㄩˋ	走去
ㄗㄡˇㄊㄞˊㄅㄨˋ	走臺步
ㄗㄡˇㄒㄧㄤˋ	走向
ㄗㄡˇㄒㄧㄤˋㄑㄧㄢˊㄌㄞˊ	走向前來
ㄗㄡˇㄒㄧㄤˋㄑㄧㄢˊㄑㄩˋ	走向前去
ㄗㄡˇㄨㄟˋ	走味
ㄗㄡˇㄔㄤˋ	走唱
ㄗㄡˇㄗㄨㄟˇ	走嘴
ㄗㄡˇㄏㄨㄟˊ	走回
ㄗㄡˇㄏㄨㄟˊㄌㄞˊ	走回來
ㄗㄡˇㄏㄨㄟˊㄑㄩˋ	走回去
ㄗㄡˇㄏㄨㄟˊㄊㄡˊ	走回頭
ㄗㄡˇㄗㄞˋ	走在
ㄗㄡˇㄍㄡˋ	走夠
ㄗㄡˇㄕ	走失
ㄗㄡˇㄏㄠˇ	走好
ㄗㄡˇㄏㄠˇㄩㄣˋ	走好運
ㄗㄡˇㄨㄢˊ	走完
ㄗㄡˇㄕㄢ	走山
ㄗㄡˇㄆㄧㄥˊ	走平
ㄗㄡˇㄌㄤˊ	走廊
ㄗㄡˇㄑㄧㄤˊ	走強
ㄗㄡˇㄏㄡˋ	走後
ㄗㄡˇㄏㄡˋㄇㄣˊ	走後門
ㄗㄡˇㄉㄜˊ	走得
ㄗㄡˇㄉㄜ˙	走得
ㄗㄡˇㄉㄜ˙ㄎㄨㄞˋ	走得快
ㄗㄡˇㄉㄜ˙ㄇㄢˋ	走得慢
ㄗㄡˇㄊㄡˊㄇㄟˊㄌㄨˋ	走投沒路
ㄗㄡˇㄊㄡˊㄨˊㄌㄨˋ	走投無路
ㄗㄡˇㄉㄧㄠˋ	走掉
ㄗㄡˇㄧㄤˊ	走揚
ㄗㄡˇㄙㄢˋ	走散
ㄗㄡˇㄕˊ	走時
ㄗㄡˇㄧㄤˋ	走樣
ㄗㄡˇㄅㄨˋ	走步
ㄗㄡˇㄐㄧㄤㄏㄨˊ	走江湖
ㄗㄡˇㄌㄡˋ	走漏
ㄗㄡˇㄌㄡˋㄒㄧㄠㄒㄧˊ	走漏消息
ㄗㄡˇㄌㄡˋㄈㄥㄕㄥ	走漏風聲
ㄗㄡˇㄏㄨㄛˇ	走火
ㄗㄡˇㄏㄨㄛˇㄖㄨˋㄇㄛˊ	走火入魔
ㄗㄡˇㄨㄟˊㄕㄤˋㄘㄜˋ	走為上策
ㄗㄡˇㄍㄡˇ	走狗
ㄗㄡˇㄕㄡˋ	走獸
ㄗㄡˇㄑㄧㄣˊ	走禽
ㄗㄡˇㄙ	走私
ㄗㄡˇㄙㄉㄠˋ	走私到
ㄗㄡˇㄙㄆㄧㄣˇ	走私品
ㄗㄡˇㄙㄎㄜˋ	走私客
ㄗㄡˇㄙㄓㄜˇ	走私者
ㄗㄡˇㄙㄔㄨㄢˊ	走私船
ㄗㄡˇㄙㄏㄨㄛˋ	走私貨
ㄗㄡˇㄅㄧˇ	走筆
ㄗㄡˇㄅㄧˇㄔㄥˊㄨㄣˊ	走筆成文
ㄗㄡˇㄅㄧˇㄔㄥˊㄓㄤ	走筆成章
ㄗㄡˇㄅㄧˇㄐㄧˊㄕㄨ	走筆疾書
ㄗㄡˇㄏㄨㄥˊ	走紅
ㄗㄡˇㄙㄨㄛˇ	走索
ㄗㄡˇㄌㄟˋ	走累
ㄗㄡˇㄌㄠˇㄩㄣˋ	走老運
ㄗㄡˇㄔㄨㄢˊ	走船
ㄗㄡˇㄓㄜ˙	走著
ㄗㄡˇㄓㄜ˙ㄑㄧㄠˊ	走著瞧
ㄗㄡˇㄈㄤˇ	走訪
ㄗㄡˇㄗㄆㄞˋ	走資派
ㄗㄡˇㄗㄡˇ	走走
ㄗㄡˇㄗㄡˇㄊㄧㄥˊㄊㄧㄥˊ	走走停停
ㄗㄡˇㄗㄡˇㄎㄢˋ	走走看
ㄗㄡˇㄑㄧˇ	走起
ㄗㄡˇㄑㄧˇㄌㄞˊ	走起來
ㄗㄡˇㄑㄧˇㄌㄨˋㄌㄞˊ	走起路來
ㄗㄡˇㄌㄨˋ	走路
ㄗㄡˇㄌㄨˋㄉㄠˋ	走路到
ㄗㄡˇㄌㄨˋㄍㄨㄥ	走路工
ㄗㄡˇㄖㄨㄢˇ	走軟
ㄗㄡˇㄐㄧㄣˋ	走近
ㄗㄡˇㄐㄧㄣˋㄌㄨˋ	走近路
ㄗㄡˇㄊㄡˋㄊㄡˋ	走透透
ㄗㄡˇㄐㄧㄣˋㄌㄞˊ	走進來
ㄗㄡˇㄐㄧㄣˋㄑㄩˋ	走進去
ㄗㄡˇㄩㄣˋ	走運
ㄗㄡˇㄅㄧㄢˋ	走遍
ㄗㄡˇㄆㄧㄢˋ	走遍
ㄗㄡˇㄅㄧㄢˋㄊㄧㄢㄒㄧㄚˋ	走遍天下
ㄗㄡˇㄆㄧㄢˋㄊㄧㄢㄒㄧㄚˋ	走遍天下
ㄗㄡˇㄍㄨㄛˋ	走過
ㄗㄡˇㄍㄨㄛˋㄌㄞˊ	走過來
ㄗㄡˇㄍㄨㄛˋㄑㄩˋ	走過去
ㄗㄡˇㄉㄠˋㄦ	走道兒
ㄗㄡˇㄉㄠˋㄦˊ	走道兒
ㄗㄡˇㄩㄢˇ	走遠
ㄗㄡˇㄩㄢˇㄌㄨˋ	走遠路
ㄗㄡˇㄅㄧˋ	走避
ㄗㄡˇㄘㄨㄛˋ	走錯
ㄗㄡˇㄇㄣˊㄌㄨˋ	走門路
ㄗㄡˇㄎㄞ	走開
ㄗㄡˇㄇㄟˊㄩㄣˋ	走黴運
ㄗㄡˇㄧㄣ	走音
ㄗㄡˇㄈㄥ	走風
ㄗㄡˇㄇㄚˇ	走馬
ㄗㄡˇㄇㄚˇㄕㄤˋㄖㄣˋ	走馬上任
ㄗㄡˇㄇㄚˇㄏㄨㄢˋㄐㄧㄤˋ	走馬換將
ㄗㄡˇㄇㄚˇㄉㄥ	走馬燈
ㄗㄡˇㄇㄚˇㄎㄢˋㄏㄨㄚ	走馬看花
ㄗㄡˇㄇㄚˇㄍㄨㄢㄏㄨㄚ	走馬觀花
ㄗㄡˇㄍㄨˇㄒㄧㄥˊㄕ	走骨行屍
ㄗㄡˇㄉㄧㄢˇ	走點
ㄐㄧㄡㄐㄧㄡㄨˇㄈㄨ	赳赳武夫
ㄐㄧㄡˇㄐㄧㄡˇㄨˇㄈㄨ	赳赳武夫
ㄈㄨˋㄧㄢˋ	赴宴
ㄈㄨˋㄉㄧˊ	赴敵
ㄈㄨˋㄙˇㄖㄨˊㄍㄨㄟ	赴死如歸
ㄈㄨˋㄊㄤㄊㄡˊㄏㄨㄛˇ	赴湯投火
ㄈㄨˋㄊㄤㄊㄧㄠˋㄏㄨㄛˇ	赴湯跳火
ㄈㄨˋㄊㄤㄉㄠˋㄏㄨㄛˇ	赴湯蹈火
ㄈㄨˋㄎㄠˇ	赴考
ㄈㄨˋㄉㄠˋㄊㄤㄏㄨㄛˇ	赴蹈湯火
ㄈㄨˋㄒㄧㄢˇㄖㄨˊㄧˊ	赴險如夷
ㄈㄨˋㄋㄢˋ	赴難
ㄈㄨˋㄋㄢˋㄖㄨˊㄍㄨㄟ	赴難如歸
ㄑㄧˇㄅㄨˋㄌㄞˊ	起不來
ㄑㄧˇㄐㄧ	起乩
ㄑㄧˇㄌㄜ˙	起了
ㄑㄧˇㄈㄨˊ	起伏
ㄑㄧˇㄈㄨˊㄅㄨˊㄉㄧㄥˋ	起伏不定
ㄑㄧˇㄗㄨㄛˋㄩㄥˋ	起作用
ㄑㄧˇㄌㄞˊ	起來
ㄑㄧˇㄒㄧㄣˋㄌㄨㄣˋ	起信論
ㄑㄧˇㄐㄧㄚˋ	起價
ㄑㄧˇㄒㄧㄢ	起先
ㄑㄧˇㄒㄧㄢㄕˋ	起先是
ㄑㄧˇㄅㄧㄥ	起兵
ㄑㄧˇㄔㄨ	起初
ㄑㄧˇㄔㄨㄕˋ	起初是
ㄑㄧˇㄐㄧㄣˋ	起勁
ㄑㄧˇㄐㄧㄥˋ	起勁
ㄑㄧˇㄉㄨㄥˋㄌㄧˋ	起動力
ㄑㄧˇㄉㄨㄥˋㄑㄧˋ	起動器
ㄑㄧˇㄉㄨㄥˋㄐㄧ	起動機
ㄑㄧˇㄉㄨㄥˋㄓㄨㄢˇㄐㄩˇ	起動轉矩
ㄑㄧˇㄙ	起司
ㄑㄧˇㄙㄉㄢˋㄅㄧㄥˇ	起司蛋餅
ㄑㄧˇㄙㄐㄧㄤˋ	起司醬
ㄑㄧˇㄙㄍㄨㄛ	起司鍋
ㄑㄧˇㄇㄧㄥˊㄔㄥ	起名稱
ㄑㄧˇㄏㄨㄥ	起鬨
ㄑㄧˇㄧㄣ	起因
ㄑㄧˇㄧㄣㄩˊ	起因於
ㄑㄧˇㄗㄨㄛˋ	起坐
ㄑㄧˇㄗㄨㄛˋㄕˋ	起坐室
ㄑㄧˇㄕˇㄓˊ	起始值
ㄑㄧˇㄗ˙	起子
ㄑㄧˇㄐㄧㄚ	起家
ㄑㄧˇㄐㄩ	起居
ㄑㄧˇㄐㄩㄕˋ	起居室
ㄑㄧˇㄐㄩㄕㄥㄏㄨㄛˊ	起居生活
ㄑㄧˇㄐㄩㄧㄣˇㄕˊ	起居飲食
ㄑㄧˇㄍㄨㄥ	起工
ㄑㄧˇㄔㄨㄤˊ	起床
ㄑㄧˇㄔㄨㄤˊㄏㄠˋ	起床號
ㄑㄧˇㄈㄨˋ	起復
ㄑㄧˇㄧˋ	起意
ㄑㄧˇㄔㄥˊㄓㄨㄢˇㄏㄜˊ	起承轉合
ㄑㄧˇㄗㄠˇ	起早
ㄑㄧˇㄗㄠˇㄇㄛㄏㄟ	起早摸黑
ㄑㄧˇㄗㄠˇㄊㄢㄏㄟ	起早貪黑
ㄑㄧˇㄍㄥ	起更
ㄑㄧˇㄏㄨㄟˋ	起會
ㄑㄧˇㄉㄨㄥㄕㄢ	起東山
ㄑㄧˇㄙˇㄏㄨㄟˊㄕㄥ	起死回生
ㄑㄧˇㄙˇㄏㄨㄟˊㄏㄞˊ	起死回骸
ㄑㄧˇㄇㄠˊ	起毛
ㄑㄧˇㄇㄠˊㄑㄧㄡˊ	起毛球
ㄑㄧˇㄕㄨㄟˇㄆㄠˋ	起水泡
ㄑㄧˇㄆㄠˋ	起泡
ㄑㄧˇㄩㄢˊㄩˊ	起源於
ㄑㄧˇㄓㄤˇ	起漲
ㄑㄧˇㄏㄨㄛˇ	起火
ㄑㄧˇㄏㄨㄛˇㄖㄢˊㄕㄠ	起火燃燒
ㄑㄧˇㄏㄨㄛˇㄉㄧㄢˇ	起火點
ㄑㄧˇㄅㄠˋ	起爆
ㄑㄧˇㄅㄠˋㄉㄧㄢˇ	起爆點
ㄑㄧˇㄌㄨˊㄗㄨㄛˋㄗㄠˋ	起爐作灶
ㄑㄧˇㄧˊ	起疑
ㄑㄧˇㄧˊㄒㄧㄣ	起疑心
ㄑㄧˇㄓㄣˇ	起疹
ㄑㄧˇㄧㄢˇ	起眼
ㄑㄧˇㄇㄚˇ	起碼
ㄑㄧˇㄗㄨ	起租
ㄑㄧˇㄍㄠˇ	起稿
ㄑㄧˇㄓㄢˋ	起站
ㄑㄧˇㄉㄨㄢ	起端
ㄑㄧˇㄅㄧˇ	起筆
ㄑㄧˇㄨㄤˇ	起網
ㄑㄧˇㄓㄡˋ	起縐
ㄑㄧˇㄒㄧㄠˋ	起肖
ㄑㄧˇㄨˇ	起舞
ㄑㄧˇㄏㄤˊㄔㄨㄏㄞˇ	起航出海
ㄑㄧˇㄙㄜˋ	起色
ㄑㄧˇㄘㄠˇ	起草
ㄑㄧˇㄌㄨㄛˋ	起落
ㄑㄧˇㄌㄨㄛˋㄐㄧㄚˋ	起落架
ㄑㄧˇㄌㄨㄛˋㄉㄧㄢˇ	起落點
ㄑㄧˇㄒㄧㄣ	起薪
ㄑㄧˇㄒㄧㄥˊ	起行
ㄑㄧˇㄐㄧㄢˋ	起見
ㄑㄧˇㄐㄧㄝˇ	起解
ㄑㄧˇㄑㄧˋ	起訖
ㄑㄧˇㄑㄧˋㄓㄐㄧㄢ	起訖之間
ㄑㄧˇㄙㄨˋ	起訴
ㄑㄧˇㄙㄨˋㄕㄨ	起訴書
ㄑㄧˇㄙㄨˋㄓㄨㄤˋㄧㄅㄣˇ	起訴狀一本
ㄑㄧˇㄙㄨˋㄓㄨㄤˋㄧˋㄅㄣˇ	起訴狀一本
ㄑㄧˇㄏㄨㄛˋ	起貨
ㄑㄧˇㄗㄤ	起贓
ㄑㄧˇㄑㄧˇㄈㄨˊㄈㄨˊ	起起伏伏
ㄑㄧˇㄑㄧˇㄌㄨㄛˋㄌㄨㄛˋ	起起落落
ㄑㄧˇㄆㄠˇ	起跑
ㄑㄧˇㄆㄠˇㄑㄧˋ	起跑器
ㄑㄧˇㄆㄠˇㄒㄧㄢˋ	起跑線
ㄑㄧˇㄆㄠˇㄉㄧㄢˇ	起跑點
ㄑㄧˇㄊㄧㄠˋ	起跳
ㄑㄧˇㄊㄧㄠˋㄅㄢˇ	起跳板
ㄑㄧˇㄊㄧㄠˋㄒㄧㄢˋ	起跳線
ㄑㄧˇㄊㄧㄠˋㄉㄧㄢˇ	起跳點
ㄑㄧˇㄕㄣ	起身
ㄑㄧˇㄗㄠˋ	起造
ㄑㄧˇㄩㄣˋㄍㄤˇ	起運港
ㄑㄧˇㄩㄣˋㄉㄧㄢˇ	起運點
ㄑㄧˇㄙㄨ	起酥
ㄑㄧˇㄒㄧㄣˋ	起釁
ㄑㄧˇㄓㄨㄥˋ	起重
ㄑㄧˇㄓㄨㄥˋㄐㄧ	起重機
ㄑㄧˇㄓㄨㄥˋㄔㄨㄢˊ	起重船
ㄑㄧˇㄐㄧㄤˋ	起降
ㄑㄧˇㄩㄣˊㄐㄧˋ	起雲劑
ㄑㄧˇㄉㄧㄢˋㄐㄧ	起電機
ㄑㄧˇㄨˋ	起霧
ㄑㄧˇㄊㄡˊ	起頭
ㄑㄧˇㄈㄟㄕˊ	起飛時
ㄑㄧˇㄏㄨㄥˋ	起鬨
ㄑㄧˇㄉㄧㄢˇ	起點
ㄔㄣˋㄖㄣˊㄓㄨㄟˊ	趁人之危
ㄔㄣˋㄅㄧㄢˋ	趁便
ㄔㄣˋㄕˋ	趁勢
ㄔㄣˋㄗㄠˇ	趁早
ㄔㄣˋㄐㄧ	趁機
ㄔㄣˋㄕㄨㄟˇㄊㄨㄟㄓㄡ	趁水推舟
ㄔㄣˋㄏㄨㄛˇㄉㄚˇㄐㄧㄝˊ	趁火打劫
ㄔㄣˋㄖㄜˋ	趁熱
ㄔㄣˋㄖㄜˋㄉㄚˇㄊㄧㄝˇ	趁熱打鐵
ㄔㄣˋㄎㄨㄥˋ	趁空
ㄔㄣˋㄓㄜ˙	趁著
ㄔㄣˋㄒㄩㄦˊㄖㄨˋ	趁虛而入
ㄔㄣˋㄩㄢˋ	趁願
ㄔㄠㄏㄨ	超乎
ㄔㄠㄖㄣˊ	超人
ㄔㄠㄖㄣˊㄧˋㄉㄥˇ	超人一等
ㄔㄠㄖㄣˊㄌㄧˋㄅㄚˋㄨㄤˊ	超人力霸王
ㄔㄠㄖㄣˊㄑㄧˋ	超人氣
ㄔㄠㄖㄣˊㄓㄨㄤ	超人裝
ㄔㄠㄉㄧ	超低
ㄔㄠㄉㄧㄧㄚ	超低壓
ㄔㄠㄉㄧㄨㄣ	超低溫
ㄔㄠㄉㄧㄎㄨㄥ	超低空
ㄔㄠㄌㄨㄣˊ	超倫
ㄔㄠㄌㄨㄣˊㄧˋㄑㄩㄣˊ	超倫軼群
ㄔㄠㄓˊ	超值
ㄔㄠㄈㄢˊ	超凡
ㄔㄠㄈㄢˊㄖㄨˋㄕㄥˋ	超凡入聖
ㄔㄠㄔㄨ	超出
ㄔㄠㄔㄨㄈㄢˋㄨㄟˊ	超出範圍
ㄔㄠㄑㄧㄢˊ	超前
ㄔㄠㄑㄧㄢˊㄐㄩㄝˊㄏㄡˋ	超前絕後
ㄔㄠㄕㄥ	超升
ㄔㄠㄓㄨㄛˊ	超卓
ㄔㄠㄕㄤ	超商
ㄔㄠㄏㄨㄞˋㄉㄜ˙	超壞的
ㄔㄠㄉㄚˋㄒㄧㄥˊ	超大型
ㄔㄠㄉㄠˇ	超導
ㄔㄠㄉㄠˇㄊㄧˇ	超導體
ㄔㄠㄕˋ	超市
ㄔㄠㄉㄨˋ	超度
ㄔㄠㄑㄧㄤˊ	超強
ㄔㄠㄇㄢˋㄉㄜ˙	超慢的
ㄔㄠㄐㄧˋ	超技
ㄔㄠㄅㄚˊ	超拔
ㄔㄠㄓ	超支
ㄔㄠㄕㄡ	超收
ㄔㄠㄒㄧㄣㄒㄧㄥ	超新星
ㄔㄠㄕˊ	超時
ㄔㄠㄎㄨㄤˋ	超曠
ㄔㄠㄅㄤˋ	超棒
ㄔㄠㄘˋ	超次
ㄔㄠㄖㄢˊ	超然
ㄔㄠㄖㄢˊㄨˋㄨㄞˋ	超然物外
ㄔㄠㄊㄤˋㄉㄜ˙	超燙的
ㄔㄠㄌㄢˋㄉㄜ˙	超爛的
ㄔㄠㄕㄨㄤˇㄉㄜ˙	超爽的
ㄔㄠㄒㄧㄢˋㄕˊ	超現實
ㄔㄠㄒㄧㄢˋㄕˊㄓㄨˇㄧˋ	超現實主義
ㄔㄠㄔㄢˇ	超產
ㄔㄠㄉㄨㄢˇ	超短
ㄔㄠㄉㄨㄢˇㄅㄛ	超短波
ㄔㄠㄉㄨㄢˇㄆㄛ	超短波
ㄔㄠㄐㄧㄢˇㄉㄢ	超簡單
ㄔㄠㄐㄧˊㄕˋㄔㄤˇ	超級市場
ㄔㄠㄐㄧˊㄇㄚˇㄌㄧˋ	超級瑪利
ㄔㄠㄐㄧˊㄇㄚˇㄌㄧˋㄡ	超級瑪利歐
ㄔㄠㄐㄧˊㄋㄢˊㄩㄥˋ	超級難用
ㄔㄠㄐㄧˊㄉㄧㄢˋㄋㄠˇ	超級電腦
ㄔㄠㄐㄩㄝˊ	超絕
ㄔㄠㄑㄩㄣˊ	超群
ㄔㄠㄑㄩㄣˊㄐㄩㄝˊㄌㄨㄣˊ	超群絕倫
ㄔㄠㄋㄥˊㄌㄧˋ	超能力
ㄔㄠㄊㄨㄛ	超脫
ㄔㄠㄗˋㄖㄢˊ	超自然
ㄔㄠㄅㄛˊ	超薄
ㄔㄠㄉㄞˋ	超貸
ㄔㄠㄇㄞˋㄑㄩ	超賣區
ㄔㄠㄩㄝˋ	超越
ㄔㄠㄔㄜ	超車
ㄔㄠㄙㄨˋ	超速
ㄔㄠㄌㄧㄢˊㄐㄧㄝˊ	超連結
ㄔㄠㄧˋ	超逸
ㄔㄠㄒㄩㄣˋㄉㄜ˙	超遜的
ㄔㄠㄎㄨˋㄉㄜ˙	超酷的
ㄔㄠㄔㄡˇㄉㄜ˙	超醜的
ㄔㄠㄓㄨㄥˋ	超重
ㄔㄠㄋㄢˊㄩㄥˋ	超難用
ㄔㄠㄧㄣㄅㄛ	超音波
ㄔㄠㄧㄣㄆㄛ	超音波
ㄔㄠㄧㄣㄙㄨˋ	超音速
ㄔㄠㄧㄣㄙㄨˋㄉㄨㄟˋ	超音速隊
ㄔㄠㄆㄧㄣˊ	超頻
ㄔㄠㄜˊ	超額
ㄔㄠㄜˊㄌㄧˋㄖㄨㄣˋ	超額利潤
ㄔㄠㄜˊㄌㄨˋㄑㄩˇ	超額錄取
ㄔㄠㄌㄟˋㄐㄩㄝˊㄌㄨㄣˊ	超類絕倫
ㄔㄠㄍㄠ	超高
ㄔㄠㄍㄠㄧㄚ	超高壓
ㄔㄠㄍㄠㄕㄨㄟˇㄓㄨㄣˇ	超高水準
ㄔㄠㄍㄠㄨㄣ	超高溫
ㄔㄠㄍㄠㄆㄧㄣˊ	超高頻
ㄔㄠㄌㄧㄥˊ	超齡
ㄩㄝˋㄓㄨㄥㄕㄌㄤˊ	越中詩郎
ㄩㄝˋㄨㄟˋ	越位
ㄩㄝˋㄨㄟˋㄑㄧㄡˊ	越位球
ㄩㄝˋㄉㄧ	越低
ㄩㄝˋㄌㄞˊ	越來
ㄩㄝˋㄌㄞˊㄩㄝˋ	越來越
